Modèle,Kilométrage,Année,Boîte,Carburant,Puissance fiscale,Prix
Porsche Cayenne,200 000 km,2009,Automatique,Essence,21 cv,82 000 DT
Mercedes-Benz Classe E,94 000 km,2020,Automatique,Diesel,8 cv,210 000 DT
Volkswagen T-roc,29 000 km,2020,Manuelle,Essence,6 cv,98 000 DT
Mahindra KUV 100 K8,69 000 km,2018,Manuelle,Essence,5 cv,31 000 DT
Volkswagen Golf 7 À,100 000 km,2019,Automatique,Essence,6 cv,66 000 DT
Renault Kadjar Intens,177 000 km,2016,Manuelle,Diesel,7 cv,62 000 DT
Audi Q2 Design,14 300 km,2022,Manuelle,Essence,8 cv,97 000 DT
Chevrolet Sonic 4p 2021,70 000 km,2021,Automatique,Essence,6 cv,47 000 DT
Chery Tiggo 8 Pro,5 700 km,2023,Automatique,Essence,11 cv,112 000 DT
Suzuki Jimny 3 portes GL,60 000 km,2022,Automatique,Essence,6 cv,90 000 DT
Mercedes-Benz CLA AMG Edition 1,60 000 km,2021,Automatique,Hybride,8 cv,170 000 DT
Land Rover Range Rover Evoque HSE,70 000 km,2021,Automatique,Hybride,11 cv,225 000 DT
Mercedes-Benz GLC Coupé AMG,0 km,2024,Automatique,Hybride,15 cv,420 000 DT
Mercedes-Benz Classe C,200 000 km,2014,Automatique,Essence,8 cv,105 000 DT
Mini 3 portes John Cooper Works,100 000 km,2017,Automatique,Essence,5 cv,63 000 DT
Toyota Hilux Double Cabine D4D,140 000 km,2020,Automatique,Diesel,8 cv,168 000 DT
Land Rover Range Rover Evoque,60 000 km,2022,Automatique,Hybride,11 cv,245 000 DT
Mercedes-Benz Classe A Berline AMG,100 000 km,2020,Automatique,Essence,6 cv,132 000 DT
Porsche Cayenne Coupé GTS,70 000 km,2020,Automatique,Hybride,22 cv,480 000 DT
Mercedes-Benz GLC Coupé,80 000 km,2021,Automatique,Hybride,11 cv,265 000 DT
BMW Série 4 Gran Coupé KIT-M-individual,120 000 km,2016,Automatique,Essence,10 cv,145 000 DT
Mercedes-Benz CLA,130 000 km,2017,Automatique,Diesel,6 cv,115 000 DT
Audi A3 Sportback 1.5,900 km,2023,Automatique,Hybride,8 cv,145 000 DT
Peugeot Partner,150 000 km,2018,Manuelle,Diesel,5 cv,40 500 DT
Audi Q3 S-line,200 000 km,2017,Automatique,Essence,8 cv,85 000 DT
Volkswagen Passat Highline,69 000 km,2009,Manuelle,Diesel,10 cv,55 000 DT
Volkswagen Golf 7,250 000 km,2013,Automatique,Diesel,5 cv,53 000 DT
Citroën Berlingo,202 829 km,2018,Manuelle,Diesel,5 cv,39 000 DT
Peugeot 2008,44 000 km,2017,Manuelle,Essence,5 cv,54 000 DT
Peugeot 307,129 312 km,2003,Manuelle,Essence,7 cv,24 000 DT
Volkswagen Golf 8,35 000 km,2021,Manuelle,Essence,5 cv,Non dédouané                    93 000 DT
Cupra Leon Sport,80 000 km,2020,Automatique,Essence,18 cv,130 000 DT
Mazda 3 sedan,190 000 km,2014,Manuelle,Essence,6 cv,38 900 DT
Peugeot 206+,246 000 km,2010,Manuelle,Essence,4 cv,21 500 DT
Land Rover Range Rover Sport Autobiography,97 700 km,2012,Automatique,Essence,43 cv,110 000 DT
Porsche Panamera,68 000 km,2020,Automatique,Essence,40 cv,580 000 DT
Volkswagen Golf 6 Style,204 000 km,2010,Manuelle,Essence,7 cv,37 500 DT
Peugeot 208 Vraie GT,71 000 km,2022,Automatique,Essence,7 cv,58 000 DT
Volkswagen T-roc R-Line,70 000 km,2021,Manuelle,Essence,6 cv,98 000 DT
Renault Megane Dynamique,201 000 km,2011,Manuelle,Diesel,5 cv,33 000 DT
KIA Rio 5p GT-Line,100 000 km,2022,Manuelle,Essence,5 cv,59 500 DT
Land Rover Range Rover SUPERCHARGED,60 000 km,2010,Automatique,Essence,32 cv,169 000 DT
Mercedes-Benz Classe C AMG +,71 000 km,2019,Automatique,Diesel,6 cv,135 000 DT
Citroën C4 Dynamique,300 800 km,2012,Manuelle,Diesel,5 cv,34 500 DT
Haval H6 Luxury,52 000 km,2021,Automatique,Essence,9 cv,85 000 DT
Ford Ka,124 000 km,2012,Manuelle,Essence,4 cv,27 500 DT
Seat Leon Xcellence,100 000 km,2021,Automatique,Essence,8 cv,88 000 DT
Peugeot 2008 Active,120 000 km,2021,Automatique,Essence,7 cv,68 500 DT
Opel Mokka Elegance,34 368 km,2023,Automatique,Essence,7 cv,Sous leasing                    91 800 DT
Audi A4,200 000 km,2010,Manuelle,Essence,9 cv,36 000 DT
Volkswagen Tiguan Confortline,96 000 km,2019,Manuelle,Diesel,8 cv,120 000 DT
Mitsubishi L200 Sportero Double Cabine,40 000 km,2022,Automatique,Diesel,8 cv,145 000 DT
BMW X1,110 000 km,2017,Automatique,Essence,7 cv,88 000 DT
KIA Picanto LX,189 800 km,2014,Manuelle,Essence,4 cv,30 500 DT
Ford Ecosport Titanium,40 000 km,2022,Manuelle,Essence,7 cv,69 000 DT
Mercedes-Benz Classe A AMG,50 000 km,2020,Automatique,Essence,8 cv,130 000 DT
Volkswagen Caddy,269 000 km,2012,Manuelle,Diesel,5 cv,27 500 DT
Hyundai i10,37 000 km,2023,Manuelle,Essence,4 cv,45 000 DT
Mercedes-Benz CLA AMG,54 000 km,2016,Automatique,Essence,7 cv,97 000 DT
Mahindra KUV 100 K8,91 000 km,2019,Manuelle,Essence,5 cv,28 500 DT
Audi A4,136 526 km,2016,Automatique,Essence,8 cv,85 000 DT
Hyundai Tucson N Line,22 500 km,2023,Automatique,Essence,10 cv,139 000 DT
Hyundai Tucson Top Grade,73 000 km,2023,Automatique,Essence,10 cv,130 000 DT
Mercedes-Benz CLA AMG,74 000 km,2021,Automatique,Hybride,8 cv,180 000 DT
Toyota RAV 4 Hybride SUV,200 000 km,2020,Automatique,Hybride,9 cv,110 000 DT
Volkswagen Golf 8 GTE,60 000 km,2021,Automatique,Hybride,8 cv,118 500 DT
Land Rover Freelander,193 000 km,2009,Automatique,Diesel,11 cv,63 000 DT
Mercedes-Benz GLA AMG,23 800 km,2019,Automatique,Essence,7 cv,120 000 DT
Mercedes-Benz Classe C Avantgarde,107 500 km,2012,Automatique,Essence,9 cv,71 000 DT
Mercedes-Benz Classe E AMG,120 000 km,2011,Automatique,Essence,11 cv,75 000 DT
KIA Sportage Full Option sauf toit,92 000 km,2020,Manuelle,Hybride,7 cv,92 000 DT
Mercedes-Benz Classe A Berline AMG,86 000 km,2019,Automatique,Diesel,6 cv,122 000 DT
Ford Focus Titanium,90 000 km,2018,Automatique,Essence,7 cv,46 000 DT
Citroën C1,168 000 km,2010,Manuelle,Essence,4 cv,23 000 DT
Skoda Scala Style,140 000 km,2021,Automatique,Essence,6 cv,69 000 DT
Volkswagen Golf 7 GTI,69 000 km,2016,Automatique,Essence,16 cv,132 000 DT
Volkswagen Golf 8 Style,76 500 km,2020,Manuelle,Essence,8 cv,103 000 DT
Toyota Corolla Dynamic,150 000 km,2021,Manuelle,Essence,6 cv,62 000 DT
KIA Sportage Toit Ouvrant,178 000 km,2018,Automatique,Essence,8 cv,75 000 DT
Audi Q8 E-tron,29 000 km,2024,Automatique,Electrique,12 cv,299 900 DT
BMW X2 Pack M,28 000 km,2022,Automatique,Hybride,7 cv,180 000 DT
Renault Austral,34 000 km,2023,Automatique,Hybride,7 cv,129 900 DT
Land Rover Range Rover Evoque,32 875 km,2018,Automatique,Diesel,8 cv,160 000 DT
Seat Leon,110 000 km,2020,Manuelle,Essence,6 cv,61 500 DT
Citroën C3 Shine,115 000 km,2018,Manuelle,Essence,4 cv,37 000 DT
Jeep Compass Nc,64 000 km,2016,Automatique,Essence,10 cv,56 000 DT
KIA Sorento,146 000 km,2016,Automatique,Essence,16 cv,70 000 DT
Peugeot 2008 Allure,24 000 km,2021,Manuelle,Essence,6 cv,77 000 DT
Great Wall M4,128 000 km,2018,Manuelle,Essence,6 cv,37 000 DT
Volkswagen Tiguan Prestige,189 000 km,2017,Automatique,Essence,8 cv,83 900 DT
Mercedes-Benz Classe C AMG,48 000 km,2023,Automatique,Hybride,9 cv,225 000 DT
Seat Ibiza FR Plus,106 000 km,2020,Automatique,Essence,6 cv,68 000 DT
Hyundai Kona N Line,45 000 km,2023,Automatique,Essence,11 cv,125 000 DT
Nissan Qashqai,137 000 km,2020,Manuelle,Essence,6 cv,72 500 DT
Peugeot 2008,142 500 km,2016,Manuelle,Essence,6 cv,40 000 DT
MG GT,109 000 km,2017,Manuelle,Essence,6 cv,35 500 DT
Audi TT,42 000 km,2022,Automatique,Essence,15 cv,245 000 DT
Audi A1 Sportback,6 800 km,2024,Automatique,Essence,6 cv,97 000 DT
BMW Série 4 Gran Coupé Pack M Sport,125 000 km,2017,Automatique,Essence,7 cv,92 000 DT
Opel Combo Cargo,750 km,2025,Manuelle,Diesel,5 cv,63 000 DT
Mercedes-Benz CLA,131 000 km,2015,Automatique,Essence,7 cv,69 500 DT
Audi A5 Sportback S-Line,258 000 km,2012,Automatique,Essence,12 cv,62 500 DT
Nissan Qashqai,149 000 km,2017,Automatique,Essence,6 cv,67 500 DT
Audi A5 Sportback,94 000 km,2021,Automatique,Essence,8 cv,140 000 DT
KIA Sportage,61 000 km,2021,Automatique,Essence,8 cv,95 000 DT
Honda CR-V,110 000 km,2021,Automatique,Essence,11 cv,99 000 DT
Wallyscar 719 Atmos,7 500 km,2023,Manuelle,Essence,7 cv,42 000 DT
Ford Focus,192 500 km,2018,Manuelle,Essence,6 cv,38 000 DT
Honda Civic,159 000 km,2020,Automatique,Essence,10 cv,69 000 DT
Volkswagen Tiguan R-Line,6 000 km,2024,Automatique,Hybride,8 cv,177 000 DT
KIA Rio 5p,53 000 km,2020,Manuelle,Essence,5 cv,62 000 DT
Porsche Panamera,56 000 km,2014,Automatique,Diesel,15 cv,170 000 DT
Ford Ecosport,29 500 km,2022,Manuelle,Essence,7 cv,70 000 DT
Volkswagen Golf 7,109 000 km,2015,Manuelle,Essence,5 cv,56 000 DT
Seat Ibiza,132 000 km,2020,Manuelle,Essence,4 cv,43 200 DT
Renault Clio,6 100 km,2024,Automatique,Hybride,5 cv,98 000 DT
Renault Clio,5 000 km,2024,Automatique,Hybride,5 cv,98 000 DT
Mercedes-Benz CLA AMG,49 000 km,2021,Automatique,Hybride,8 cv,162 000 DT
Great Wall M4,99 000 km,2019,Manuelle,Essence,6 cv,39 800 DT
Ford Mustang,57 000 km,2017,Automatique,Essence,21 cv,160 000 DT
MG ZS Luxe,23 500 km,2022,Automatique,Essence,7 cv,77 000 DT
Chery Tiggo 3X,62 000 km,2021,Automatique,Essence,6 cv,54 000 DT
BMW Série 3,142 000 km,2016,Automatique,Essence,7 cv,74 000 DT
Ford Ecosport,77 000 km,2021,Automatique,Essence,7 cv,66 000 DT
Audi A3 Sportback,154 000 km,2016,Manuelle,Essence,6 cv,62 000 DT
Seat Arona,43 000 km,2020,Automatique,Essence,6 cv,72 000 DT
Haval Jolion,35 000 km,2021,Automatique,Essence,9 cv,84 000 DT
Renault Clio,122 000 km,2021,Manuelle,Essence,5 cv,41 500 DT
Land Rover Discovery,176 000 km,2015,Automatique,Essence,15 cv,114 000 DT
BMW X1 xLine,21 000 km,2023,Automatique,Essence,9 cv,175 000 DT
BMW X5,214 000 km,2018,Automatique,Diesel,13 cv,170 000 DT
Mercedes-Benz Classe C,176 000 km,2016,Automatique,Essence,8 cv,90 000 DT
Audi A3 Berline,56 000 km,2022,Automatique,Essence,8 cv,119 000 DT
Jaguar XJL,51 500 km,2014,Automatique,Essence,16 cv,150 000 DT
Mercedes-Benz GLC Coupé,70 000 km,2020,Automatique,Hybride,12 cv,245 000 DT
Audi A7 Sportback Quattro V6,86 000 km,2022,Automatique,Hybride,23 cv,295 000 DT
Mercedes-Benz Classe A,37 000 km,2021,Automatique,Hybride,8 cv,137 000 DT
Chery Tiggo 8,49 500 km,2022,Automatique,Essence,9 cv,88 500 DT
BMW X2,38 000 km,2018,Automatique,Essence,7 cv,132 000 DT
BMW Série 4 Gran Coupé,108 000 km,2017,Automatique,Essence,7 cv,97 500 DT
MG HS Luxury,78 000 km,2021,Automatique,Essence,10 cv,77 500 DT
Ford Kuga,93 000 km,2019,Manuelle,Essence,8 cv,71 500 DT
Volkswagen Golf 7,98 500 km,2017,Manuelle,Essence,5 cv,62 500 DT
KIA Sportage,77 000 km,2021,Automatique,Essence,8 cv,103 000 DT
Haval H6 Luxury,99 000 km,2019,Automatique,Essence,9 cv,72 000 DT
Mercedes-Benz Classe C,35 000 km,2022,Automatique,Hybride,9 cv,215 000 DT
Mazda 3,133 000 km,2017,Manuelle,Essence,6 cv,46 000 DT
Ford Ecosport,94 000 km,2020,Manuelle,Essence,7 cv,66 000 DT
BMW Série 4 Coupé Pack M Sport,94 000 km,2017,Automatique,Essence,10 cv,115 000 DT
KIA Rio 5p,265 000 km,2012,Manuelle,Essence,5 cv,33 000 DT
Peugeot Partner Origin Utilitaire,404 000 km,2009,Manuelle,Diesel,6 cv,16 000 DT
Wallyscar Iris,146 000 km,2020,Manuelle,Essence,4 cv,25 500 DT
Renault Clio,65 000 km,2020,Manuelle,Essence,5 cv,55 000 DT
Renault Velsatis Expression,269 000 km,2003,Manuelle,Diesel,7 cv,19 500 DT
Audi A3 Sportback,100 000 km,2018,Manuelle,Essence,6 cv,65 500 DT
Skoda Octavia Essence,124 000 km,2018,Automatique,Essence,8 cv,60 000 DT
Volkswagen Passat Confortline,168 000 km,2014,Automatique,Essence,7 cv,52 000 DT
Land Rover Range Rover Sport HSE Dynamic,125 000 km,2017,Automatique,Diesel,16 cv,195 000 DT
Haval H6 Luxury,96 000 km,2019,Automatique,Essence,9 cv,74 500 DT
Opel Calibra Turbo 4x4,76 000 km,1994,Manuelle,Essence,8 cv,54 000 DT
Renault Clio Dynamique,66 300 km,2020,Manuelle,Essence,4 cv,39 500 DT
Dacia Sandero Stepway Stepway,100 000 km,2022,Manuelle,Essence,6 cv,48 000 DT
Seat Ateca Style,130 000 km,2021,Automatique,Essence,8 cv,89 000 DT
Chery Tiggo 2 Confort,93 000 km,2021,Manuelle,Essence,6 cv,48 000 DT
Fiat Grande Punto,247 000 km,2011,Manuelle,Essence,5 cv,22 000 DT
Nissan Qashqai Tekna,152 000 km,2016,Manuelle,Essence,6 cv,58 000 DT
Ford Focus,140 500 km,2017,Automatique,Essence,7 cv,43 000 DT
Peugeot 2008 Allure Blanc Nacré + Toit,168 000 km,2017,Manuelle,Essence,5 cv,39 000 DT
Hyundai i20,70 000 km,2021,Automatique,Essence,5 cv,68 000 DT
MG ZS Luxe,69 000 km,2019,Automatique,Essence,7 cv,61 000 DT
Peugeot 206+ Populaire,201 585 km,2011,Manuelle,Essence,4 cv,24 300 DT
Volkswagen Caddy,93 000 km,2023,Manuelle,Diesel,7 cv,65 000 DT
Volkswagen Golf 7 Access,197 000 km,2018,Automatique,Essence,6 cv,60 000 DT
BMW Série 1,115 000 km,2017,Manuelle,Essence,8 cv,64 000 DT
Mercedes-Benz Classe C AMG,190 000 km,2015,Automatique,Diesel,7 cv,96 000 DT
Volkswagen Passat Confortline,152 000 km,2015,Manuelle,Essence,7 cv,52 000 DT
Ford Kuga Titanium Plus,110 000 km,2017,Automatique,Essence,11 cv,59 000 DT
Mercedes-Benz Classe E coupé,178 000 km,2010,Automatique,Essence,10 cv,67 000 DT
Mercedes-Benz Classe E Avantgarde,300 000 km,2010,Automatique,Diesel,10 cv,55 000 DT
Mercedes-Benz GLC AMG,53 000 km,2020,Automatique,Hybride,12 cv,195 000 DT
Mercedes-Benz Classe E coupé AMG,197 000 km,2009,Automatique,Essence,12 cv,49 000 DT
Mercedes-Benz Classe C coupé AMG,84 000 km,2020,Automatique,Essence,9 cv,158 000 DT
Mercedes-Benz GLA AMG,48 000 km,2021,Automatique,Hybride,8 cv,172 000 DT
Audi Q3 S-line,70 000 km,2018,Automatique,Essence,8 cv,95 000 DT
Mercedes-Benz Classe C AMG,102 000 km,2018,Automatique,Essence,8 cv,118 000 DT
Peugeot 3008 GT-Line,30 000 km,2018,Automatique,Essence,9 cv,95 000 DT
Renault Grand Espace toute option,2 000 km,2024,Manuelle,Diesel,5 cv,79 000 DT
Hyundai Tucson Top Grade,80 000 km,2020,Automatique,Diesel,7 cv,98 000 DT
Mercedes-Benz Classe E Avantgarde,232 000 km,2015,Automatique,Diesel,11 cv,86 000 DT
Ford Focus toute option,71 000 km,2020,Automatique,Essence,6 cv,75 000 DT
Porsche Macan S,177 000 km,2017,Automatique,Essence,23 cv,168 000 DT
Mercedes-Benz CLA AMG,81 000 km,2020,Automatique,Essence,7 cv,125 000 DT
KIA Sportage Toit Ouvrant,187 000 km,2010,Automatique,Essence,10 cv,45 000 DT
BMW Série 1,280 000 km,2009,Manuelle,Diesel,9 cv,34 000 DT
Peugeot 208 Access Like,71 000 km,2019,Manuelle,Essence,4 cv,28 500 DT
Peugeot 208 Pack Edition,148 350 km,2018,Manuelle,Essence,5 cv,33 000 DT
BMW Série 1 Pack M,67 458 km,2020,Automatique,Essence,8 cv,120 000 DT
Nissan Qashqai Tekna,232 000 km,2008,Manuelle,Diesel,6 cv,34 000 DT
Renault Clio Intens,46 000 km,2020,Manuelle,Essence,5 cv,53 000 DT
Citroën Nemo Attraction,238 000 km,2015,Manuelle,Diesel,6 cv,23 500 DT
KIA Stonic SX,11 000 km,2024,Manuelle,Essence,5 cv,78 000 DT
Mercedes-Benz GLA Progressive,149 300 km,2022,Automatique,Essence,7 cv,127 000 DT
Fiat 500 Pop,183 000 km,2011,Automatique,Essence,4 cv,26 000 DT
Hyundai Tucson High Grade,128 000 km,2019,Automatique,Diesel,7 cv,89 000 DT
BMW Série 4 Coupé M,85 000 km,2019,Automatique,Essence,11 cv,150 000 DT
Seat Leon Style Plus,160 000 km,2019,Manuelle,Essence,6 cv,59 000 DT
Fiat Grande Punto,154 000 km,2013,Manuelle,Essence,4 cv,27 000 DT
BMW Série 5 Pack Sport M,108 000 km,2020,Automatique,Essence,10 cv,159 000 DT
Haval H6 Luxury,22 000 km,2022,Automatique,Essence,8 cv,116 000 DT
Seat Leon Xcellence,90 000 km,2021,Automatique,Essence,8 cv,85 000 DT
Mercedes-Benz Classe C Avantgarde,230 000 km,2015,Automatique,Essence,8 cv,85 000 DT
KIA Rio Berline,350 000 km,2010,Manuelle,Essence,6 cv,22 000 DT
Audi A4 Ambition Luxe,158 000 km,2011,Manuelle,Essence,7 cv,39 000 DT
KIA Rio 5p,65 000 km,2020,Manuelle,Essence,5 cv,51 000 DT
Seat Leon Style Plus,140 000 km,2017,Manuelle,Essence,6 cv,60 500 DT
Fiat Panda City Cross,52 000 km,2022,Manuelle,Essence,4 cv,42 000 DT
Mazda 3 High Grade,112 000 km,2018,Manuelle,Essence,6 cv,55 500 DT
Chevrolet Captiva 5 places,349 000 km,2011,Automatique,Diesel,10 cv,39 000 DT
Mercedes-Benz Classe C Avantgarde,216 000 km,2010,Manuelle,Essence,9 cv,49 500 DT
Fiat Doblo,45 000 km,2021,Manuelle,Essence,6 cv,50 000 DT
Toyota Prado Business,118 000 km,2018,Automatique,Diesel,12 cv,276 000 DT
BMW X2 Pack M Pro,67 000 km,2019,Automatique,Essence,8 cv,133 000 DT
Peugeot 3008 Premium Blanc nacré,157 000 km,2012,Manuelle,Essence,7 cv,38 000 DT
Volkswagen Tiguan Life,133 700 km,2013,Manuelle,Essence,7 cv,68 000 DT
Peugeot Partner 1000 Kg,49 000 km,2022,Manuelle,Diesel,5 cv,Sous leasing                    55 900 DT
Ssangyong Tivoli Classic MY2020,80 000 km,2021,Manuelle,Essence,6 cv,60 000 DT
Mercedes-Benz EQA AMG Line Phase 2 2024,6 783 km,2024,Automatique,Electrique,5 cv,239 900 DT
Audi A5 Sportback S-Line,90 000 km,2019,Automatique,Essence,8 cv,147 000 DT
Mercedes-Benz Classe C Avantgarde,82 000 km,2016,Automatique,Essence,8 cv,104 000 DT
Honda HR-V EX,12 000 km,2024,Automatique,Essence,7 cv,114 500 DT
Dacia Dokker Van VAN LUX,170 000 km,2020,Manuelle,Diesel,6 cv,28 000 DT
Ford Mondeo Titanium,93 024 km,2012,Manuelle,Essence,9 cv,44 000 DT
Seat Leon Référence,194 000 km,2014,Manuelle,Essence,5 cv,40 000 DT
Volvo S80,170 000 km,2013,Automatique,Diesel,9 cv,48 000 DT
Mercedes-Benz Classe C,160 000 km,2015,Automatique,Essence,8 cv,115 000 DT
Ford Mustang,50 000 km,2018,Automatique,Essence,26 cv,185 000 DT
Nissan Navara,270 000 km,2005,Manuelle,Diesel,10 cv,38 000 DT
Land Rover Range Rover Sport,190 000 km,2009,Automatique,Diesel,20 cv,85 000 DT
Nissan Juke,150 000 km,2017,Manuelle,Essence,6 cv,56 000 DT
Ford Mustang,50 000 km,2018,Automatique,Essence,21 cv,155 000 DT
Toyota Prado,280 000 km,2010,Manuelle,Diesel,9 cv,115 000 DT
Peugeot 504,100 000 km,1985,Manuelle,Diesel,8 cv,55 000 DT
Volkswagen Passat Confort,200 000 km,2017,Manuelle,Essence,7 cv,63 000 DT
Ssangyong Korando,260 000 km,2000,Manuelle,Diesel,10 cv,38 000 DT
Volvo S60,200 000 km,2007,Automatique,Essence,10 cv,26 000 DT
Mercedes-Benz Classe C Avantgarde,200 000 km,2010,Automatique,Essence,9 cv,48 000 DT
BMW X5,180 000 km,2004,Automatique,Essence,21 cv,48 000 DT
BMW Série 1,120 000 km,2014,Automatique,Essence,9 cv,58 000 DT
Audi S5 s line,120 000 km,2011,Automatique,Essence,26 cv,140 000 DT
Audi Q3,200 000 km,2013,Automatique,Essence,10 cv,78 000 DT
Nissan Patrol,280 000 km,2005,Manuelle,Diesel,17 cv,63 000 DT
BMW Série 5,180 000 km,2010,Automatique,Diesel,10 cv,75 000 DT
Porsche Cayenne,128 000 km,2009,Automatique,Essence,21 cv,83 000 DT
BMW X3,60 000 km,2022,Automatique,Essence,11 cv,275 000 DT
Lada Niva,50 000 km,2018,Manuelle,Essence,8 cv,32 000 DT
Audi A5 Cabriolet,180 000 km,2011,Manuelle,Essence,9 cv,58 000 DT
Honda CR-V,60 000 km,2018,Automatique,Essence,10 cv,95 000 DT
BMW Série 5,40 000 km,2020,Automatique,Essence,10 cv,170 000 DT
BMW X6 M power,90 000 km,2010,Automatique,Essence,48 cv,175 000 DT
Land Rover Range Rover L,25 000 km,2021,Automatique,Essence,25 cv,550 000 DT
Mercedes-Benz ML,180 000 km,2009,Automatique,Diesel,15 cv,70 000 DT
Peugeot 308,1 000 km,2023,Automatique,Essence,7 cv,89 000 DT
Porsche Cayenne,145 000 km,2013,Automatique,Diesel,16 cv,185 000 DT
Porsche Cayenne kit techart,150 000 km,2005,Automatique,Essence,43 cv,55 000 DT
Land Rover Range Rover Sport HSE,130 000 km,2016,Automatique,Essence,24 cv,170 000 DT
KIA Sportage GT-Line,41 400 km,2021,Automatique,Diesel,7 cv,115 000 DT
Land Rover Range Rover Sport Autobiography,15 000 km,2021,Automatique,Hybride,17 cv,360 000 DT
Mercedes-Benz CLA Pack night,86 000 km,2021,Automatique,Hybride,8 cv,150 000 DT
KIA Sportage GT-Line,84 000 km,2020,Automatique,Diesel,7 cv,110 000 DT
Seat Ibiza SC,170 000 km,2017,Manuelle,Essence,6 cv,45 000 DT
GMC Acadia AWD,120 000 km,2008,Automatique,Essence,20 cv,120 000 DT
Fiat Tipo Berline,137 000 km,2020,Manuelle,Essence,6 cv,41 000 DT
Geely GX3,24 000 km,2021,Automatique,Essence,6 cv,54 000 DT
Chevrolet Sonic 4p,47 500 km,2021,Manuelle,Essence,5 cv,42 000 DT
Volkswagen Golf 7 Excellente état,100 000 km,2019,Manuelle,Essence,6 cv,68 000 DT
Isuzu D-Max Double Cabine LS,250 000 km,2021,Manuelle,Diesel,8 cv,67 000 DT
Lancia Delta,193 000 km,2010,Manuelle,Essence,7 cv,29 500 DT
Porsche Macan,21 808 km,2023,Automatique,Essence,17 cv,365 000 DT
Mercedes-Benz GLC Coupé AMG,39 000 km,2018,Automatique,Diesel,9 cv,220 000 DT
BMW X1,12 000 km,2024,Automatique,Hybride,8 cv,200 000 DT
Land Rover Discovery Sport HSE,214 000 km,2015,Automatique,Diesel,9 cv,105 000 DT
Land Rover Range Rover Sport HSE Dynamic,178 000 km,2013,Automatique,Diesel,17 cv,145 000 DT
BMW X5,76 500 km,2017,Automatique,Diesel,13 cv,182 000 DT
BMW Série 4 Gran Coupé Luxury Line,83 000 km,2019,Automatique,Essence,7 cv,120 500 DT
Peugeot Landtrek Simple Cabine Benne tôle pliée,22 000 km,2023,Manuelle,Diesel,6 cv,69 000 DT
Peugeot 2008 Allure,113 000 km,2016,Automatique,Essence,6 cv,40 000 DT
Chery Tiggo 3X Luxury,50 000 km,2022,Automatique,Essence,6 cv,58 000 DT
Ford Focus Titanium,243 000 km,2017,Manuelle,Essence,6 cv,37 000 DT
KIA Sportage,65 000 km,2023,Automatique,Essence,10 cv,140 000 DT
Changan Hunter,13 125 km,2024,Manuelle,Diesel,6 cv,110 000 DT
Volkswagen Caddy Prestige,205 000 km,2019,Manuelle,Diesel,5 cv,49 000 DT
BMW X4,51 000 km,2019,Automatique,Essence,11 cv,280 000 DT
BMW X2 Pack M,62 000 km,2020,Automatique,Essence,11 cv,145 000 DT
Mercedes-Benz CLA,157 000 km,2015,Automatique,Essence,7 cv,86 500 DT
Toyota C-HR,30 000 km,2023,Automatique,Essence,6 cv,Sous leasing                    110 400 DT
Volkswagen Golf 8 Life,0 km,2025,Manuelle,Essence,6 cv,150 000 DT
Ford Ecosport Titanium,70 000 km,2020,Automatique,Essence,7 cv,58 000 DT
Land Rover Range Rover Velar R-Dynamic,80 200 km,2018,Automatique,Diesel,11 cv,268 000 DT
KIA Picanto GT-Line,114 000 km,2019,Automatique,Essence,5 cv,41 000 DT
Ssangyong Tivoli Classy,114 825 km,2020,Manuelle,Essence,6 cv,54 000 DT
Mazda 2 Sedan Sélection Plus,135 000 km,2017,Manuelle,Essence,6 cv,42 000 DT
Peugeot 3008 Allure,89 000 km,2022,Automatique,Essence,7 cv,93 000 DT
Renault Captur ZEN,117 000 km,2021,Manuelle,Essence,5 cv,49 200 DT
Citroën C2,140 000 km,2009,Manuelle,Essence,4 cv,23 000 DT
Mercedes-Benz GLC Coupé,1 800 km,2024,Automatique,Hybride,12 cv,390 000 DT
Hyundai Veloster,188 000 km,2013,Automatique,Essence,8 cv,40 000 DT
Hyundai Tucson,125 000 km,2020,Automatique,Essence,8 cv,83 000 DT
Mercedes-Benz Classe E Avantgarde,373 500 km,2010,Automatique,Diesel,9 cv,51 000 DT
Ford Kuga,86 000 km,2022,Automatique,Essence,8 cv,96 000 DT
Ford Focus,342 000 km,2018,Manuelle,Essence,6 cv,37 000 DT
Mercedes-Benz CLA AMG,130 000 km,2019,Automatique,Essence,7 cv,144 000 DT
Volkswagen Golf 7 Trendline,225 000 km,2014,Manuelle,Essence,5 cv,46 000 DT
Mercedes-Benz GLE Coupé AMG,20 000 km,2022,Automatique,Hybride,12 cv,400 000 DT
Mini 3 portes intacte,183 000 km,2012,Manuelle,Essence,5 cv,35 000 DT
KIA XCeed SX,40 000 km,2023,Automatique,Essence,9 cv,Sous leasing                    126 600 DT
Mahindra KUV 100 K8,85 289 km,2019,Manuelle,Essence,5 cv,28 500 DT
Geely GX3,50 000 km,2021,Manuelle,Essence,6 cv,53 000 DT
Mercedes-Benz CLA AMG,25 000 km,2021,Automatique,Hybride,8 cv,170 000 DT
Peugeot 308,102 000 km,2020,Manuelle,Essence,5 cv,50 000 DT
Land Rover Range Rover Evoque HSE,183 000 km,2016,Automatique,Diesel,8 cv,94 000 DT
Renault Symbol Elegance,190 000 km,2014,Manuelle,Essence,5 cv,30 000 DT
