Modèle,Kilométrage,Année,Boîte,Carburant,Puissance fiscale,Prix
BMW Série 7,140 000 km,2009,Automatique,Essence,23 cv,89 000 DT
Audi A3 Sportback,78 000 km,2019,Manuelle,Essence,6 cv,75 000 DT
KIA Sportage,55 000 km,2021,Automatique,Diesel,7 cv,114 000 DT
Mercedes-Benz CLA,112 000 km,2020,Automatique,Essence,8 cv,149 000 DT
Volkswagen Golf 8,48 000 km,2021,Automatique,Hybride,6 cv,118 000 DT
Peugeot 408,15 000 km,2024,Automatique,Essence,13 cv,150 000 DT
Volkswagen Passat R-Line,46 000 km,2021,Automatique,Essence,8 cv,118 000 DT
BMW X1,133 000 km,2020,Automatique,Essence,8 cv,92 000 DT
Toyota C-HR,130 000 km,2020,Automatique,Essence,6 cv,77 000 DT
Mercedes-Benz Classe E coupé,80 000 km,2019,Automatique,Essence,12 cv,230 000 DT
BMW Série 4 Gran Coupé,48 000 km,2017,Automatique,Essence,7 cv,100 000 DT
Peugeot 308,96 000 km,2019,Manuelle,Diesel,4 cv,54 000 DT
Mercedes-Benz Classe C AMG,36 000 km,2020,Automatique,Essence,9 cv,139 000 DT
Volkswagen Passat R-Line,132 000 km,2020,Automatique,Essence,8 cv,99 000 DT
GMC Sierra Americain,53 000 km,2022,Automatique,Essence,20 cv,370 000 DT
Mercedes-Benz Classe A,150 000 km,2015,Manuelle,Essence,8 cv,59 000 DT
Mercedes-Benz CLA,70 000 km,2020,Automatique,Essence,7 cv,125 000 DT
Mercedes-Benz GLC AMG,90 000 km,2020,Automatique,Diesel,9 cv,235 000 DT
Volkswagen Golf 7,86 500 km,2019,Manuelle,Essence,6 cv,71 000 DT
Volkswagen T-roc Confortline,81 000 km,2020,Manuelle,Essence,6 cv,75 000 DT
Volkswagen Golf 8,81 000 km,2021,Manuelle,Essence,5 cv,80 000 DT
Volkswagen Polo,87 000 km,2019,Manuelle,Essence,4 cv,57 000 DT
Seat Leon SC Référence,115 000 km,2018,Manuelle,Essence,6 cv,51 000 DT
MG ZS Luxe,140 000 km,2019,Automatique,Essence,7 cv,61 000 DT
Citroën DS3,164 000 km,2017,Manuelle,Essence,5 cv,30 000 DT
Citroën C5 Aircross,97 000 km,2021,Automatique,Essence,11 cv,97 000 DT
Volkswagen Golf 6,224 450 km,2010,Automatique,Diesel,6 cv,36 000 DT
Land Rover Range Rover Sport,56 500 km,2021,Automatique,Hybride,19 cv,340 000 DT
Audi Q5 Design,52 500 km,2021,Automatique,Hybride,16 cv,245 000 DT
Audi A5 Sportback S-Line,255 000 km,2019,Automatique,Essence,8 cv,85 000 DT
Volkswagen Golf 7 importee  toit pano,65 000 km,2019,Manuelle,Essence,5 cv,73 000 DT
Fiat Doblo Maxi 2 places,70 000 km,2021,Manuelle,Diesel,4 cv,43 000 DT
Volkswagen Passat Highline,144 000 km,2017,Manuelle,Essence,7 cv,66 000 DT
Seat Ibiza Style Plus,100 000 km,2021,Manuelle,Essence,4 cv,53 500 DT
Volkswagen Golf 7 Smartline,89 000 km,2019,Manuelle,Essence,6 cv,75 500 DT
Land Rover Range Rover Evoque HSE,177 000 km,2016,Automatique,Diesel,8 cv,97 000 DT
Volkswagen Jetta Confortline,177 000 km,2017,Manuelle,Essence,7 cv,54 000 DT
Dacia Duster,154 000 km,2012,Manuelle,Essence,7 cv,39 000 DT
Mercedes-Benz EQA,98 000 km,2022,Automatique,Electrique,7 cv,149 000 DT
Audi Q4 E-tron Luxe,24 500 km,2022,Automatique,Electrique,9 cv,169 000 DT
KIA Sportage GT-Line,48 000 km,2020,Automatique,Essence,11 cv,110 000 DT
Land Rover Defender 110,208 000 km,1998,Manuelle,Diesel,8 cv,65 000 DT
Volkswagen Passat Trendline,336 500 km,2010,Manuelle,Essence,7 cv,33 500 DT
Volkswagen Golf 7,142 000 km,2013,Manuelle,Essence,5 cv,46 000 DT
Mercedes-Benz Classe A AMG,45 000 km,2019,Automatique,Essence,8 cv,135 000 DT
Renault Megane Sedan ECO,171 000 km,2009,Manuelle,Diesel,5 cv,26 500 DT
Citroën C5 Aircross,27 000 km,2023,Automatique,Hybride,10 cv,100 000 DT
Fiat 500,74 000 km,2017,Manuelle,Essence,4 cv,40 000 DT
Volkswagen Polo Ambition,62 000 km,2022,Manuelle,Essence,4 cv,56 000 DT
Volkswagen Golf 8 GTE,8 000 km,2024,Automatique,Hybride,8 cv,153 000 DT
Volkswagen T-roc Comfortline,99 600 km,2020,Manuelle,Essence,6 cv,88 000 DT
BMW Série 5,97 000 km,2013,Manuelle,Diesel,10 cv,95 000 DT
Volkswagen Passat Trendline,290 000 km,2010,Manuelle,Essence,7 cv,31 000 DT
Fiat Grande Punto,247 000 km,2011,Manuelle,Essence,5 cv,22 000 DT
Mercedes-Benz GLC AMG,84 000 km,2020,Automatique,Hybride,12 cv,199 000 DT
Fiat Fiorino,132 896 km,2016,Manuelle,Diesel,5 cv,28 000 DT
Chery Tiggo 3X Luxury,69 000 km,2021,Automatique,Essence,6 cv,52 000 DT
Ssangyong Tivoli,80 000 km,2022,Manuelle,Essence,6 cv,65 000 DT
Chery Tiggo 4 Premium,81 000 km,2020,Automatique,Essence,9 cv,62 000 DT
Citroën Berlingo Live,309 000 km,2014,Automatique,Diesel,5 cv,45 000 DT
DS 5 Chic,109 000 km,2016,Automatique,Essence,9 cv,63 000 DT
BMW Série 3,135 000 km,2016,Automatique,Essence,7 cv,76 500 DT
KIA Rio Berline,122 000 km,2016,Manuelle,Essence,5 cv,40 000 DT
Suzuki Swift GLX,140 000 km,2017,Manuelle,Essence,5 cv,34 000 DT
KIA Sportage,168 000 km,2018,Automatique,Essence,8 cv,75 000 DT
MG HS,95 000 km,2020,Automatique,Essence,9 cv,78 000 DT
Mercedes-Benz Classe C coupé,167 000 km,2019,Automatique,Essence,8 cv,145 000 DT
DS 7 Crossback,153 700 km,2019,Automatique,Essence,10 cv,118 000 DT
Jeep Renegade Limited,98 000 km,2020,Automatique,Essence,8 cv,75 000 DT
Toyota C-HR,43 000 km,2020,Automatique,Essence,6 cv,90 000 DT
Renault Kadjar Intens,89 000 km,2018,Manuelle,Essence,7 cv,65 000 DT
Renault Captur Zen,167 000 km,2014,Manuelle,Essence,6 cv,37 500 DT
MG GS Luxe Plus,62 800 km,2018,Automatique,Essence,9 cv,58 000 DT
Mercedes-Benz CLA,48 700 km,2017,Automatique,Essence,7 cv,96 000 DT
Audi A3 Sportback Sportback,210 000 km,2018,Manuelle,Essence,6 cv,69 000 DT
Audi A3 Sportback 1.2L,125 000 km,2019,Manuelle,Essence,6 cv,78 500 DT
Nissan Qashqai,230 000 km,2011,Manuelle,Diesel,6 cv,40 000 DT
Renault Clio Campus climatisée,247 000 km,2009,Manuelle,Essence,4 cv,23 700 DT
Land Rover Range Rover Evoque R-Dynamic,100 000 km,2020,Automatique,Diesel,8 cv,185 000 DT
Land Rover Range Rover Evoque R-Dynamic,60 000 km,2020,Automatique,Diesel,8 cv,198 000 DT
Seat Leon,65 000 km,2021,Automatique,Essence,8 cv,79 900 DT
Porsche Cayenne E-Hybrid,128 000 km,2018,Automatique,Hybride,20 cv,315 000 DT
BMW Série 5 Luxury Line,73 000 km,2018,Automatique,Essence,10 cv,128 500 DT
Mercedes-Benz Classe C coupé AMG,80 000 km,2021,Automatique,Essence,8 cv,158 000 DT
Mercedes-Benz GLA AMG,49 000 km,2021,Automatique,Hybride,8 cv,169 000 DT
Audi Q2 S-Line,30 000 km,2021,Automatique,Essence,8 cv,114 000 DT
Honda CR-V LX,60 000 km,2022,Automatique,Essence,10 cv,138 000 DT
Nissan Qashqai Tekna High,150 000 km,2018,Automatique,Essence,6 cv,68 000 DT
Volkswagen Golf 7 Join,120 000 km,2020,Automatique,Essence,6 cv,76 500 DT
Land Rover Range Rover Evoque R-Dynamic,59 000 km,2021,Automatique,Diesel,8 cv,169 000 DT
Volkswagen Golf 8 R-Line,12 000 km,2022,Manuelle,Hybride,8 cv,110 000 DT
Mercedes-Benz GLA,30 000 km,2018,Automatique,Essence,7 cv,124 000 DT
Mercedes-Benz GLC Coupé AMG,50 000 km,2021,Automatique,Hybride,12 cv,259 000 DT
Mercedes-Benz Classe C AMG +,60 000 km,2021,Automatique,Essence,10 cv,169 000 DT
Volkswagen T-roc 1.5,9 000 km,2024,Automatique,Hybride,8 cv,155 000 DT
Mercedes-Benz Classe C AMG,32 000 km,2022,Automatique,Essence,12 cv,197 000 DT
Volkswagen Golf 8,40 000 km,2020,Automatique,Hybride,8 cv,115 000 DT
Mercedes-Benz Classe C AMG +,11 000 km,2024,Automatique,Hybride,9 cv,248 000 DT
Suzuki Jimny 3 portes,60 000 km,2021,Automatique,Essence,6 cv,89 500 DT
Mercedes-Benz Classe E coupé AMG,180 000 km,2010,Automatique,Essence,19 cv,68 000 DT
Volkswagen T-roc Toit ouvrant,44 000 km,2020,Manuelle,Essence,6 cv,94 000 DT
Mercedes-Benz Classe C AMG,180 000 km,2016,Automatique,Essence,8 cv,99 500 DT
Mercedes-Benz Classe C,175 000 km,2016,Automatique,Essence,8 cv,105 000 DT
BMW Série 5 Luxury Line,155 000 km,2017,Automatique,Essence,10 cv,124 500 DT
Mercedes-Benz Classe A A200,8 000 km,2024,Automatique,Hybride,8 cv,169 000 DT
KIA Sportage GT-Line,40 000 km,2023,Automatique,Hybride,10 cv,149 000 DT
Land Rover Range Rover Velar R-Dynamic,33 000 km,2019,Automatique,Essence,17 cv,268 000 DT
Alpina B7,115 000 km,2011,Automatique,Essence,17 cv,158 000 DT
Volkswagen Golf 8 ÉDITION,45 000 km,2021,Manuelle,Essence,6 cv,89 500 DT
Mercedes-Benz CLA AMG,30 000 km,2023,Automatique,Essence,7 cv,188 000 DT
Porsche Panamera 4S E-hybride plugin,32 000 km,2021,Automatique,Hybride,33 cv,535 000 DT
Audi Q3 Sportback hybrid,50 000 km,2021,Automatique,Hybride,8 cv,175 000 DT
Jaguar F-Pace R-Sport,27 000 km,2021,Automatique,Essence,16 cv,269 000 DT
BMW X1 FACELIFT PACK M,87 000 km,2020,Automatique,Essence,8 cv,129 000 DT
Peugeot 3008,112 000 km,2019,Automatique,Essence,7 cv,79 000 DT
Volkswagen Golf 7,173 000 km,2013,Manuelle,Essence,5 cv,43 000 DT
Hyundai Veloster Toit Ouvrant Panoramique,80 000 km,2012,Automatique,Essence,8 cv,45 000 DT
Ssangyong Actyon Sports 50961300,108 000 km,2011,Manuelle,Diesel,7 cv,34 000 DT
Volkswagen Golf 6 Style,240 000 km,2011,Manuelle,Essence,5 cv,37 000 DT
Renault Kadjar,150 000 km,2022,Automatique,Diesel,6 cv,Non dédouané                    75 900 DT
Citroën DS3 Noir/bleu,130 000 km,2016,Manuelle,Essence,5 cv,38 000 DT
BMW Série 5 Confort,29 000 km,2013,Automatique,Essence,11 cv,180 000 DT
BMW Série 1,99 000 km,2021,Automatique,Essence,8 cv,119 000 DT
Suzuki Jimny 3 portes,100 000 km,2019,Automatique,Essence,6 cv,85 000 DT
Fiat 500,57 000 km,2021,Automatique,Essence,5 cv,48 000 DT
Hyundai i20 GLS High Grade,163 000 km,2019,Manuelle,Essence,5 cv,45 000 DT
KIA Sportage,200 000 km,2017,Automatique,Diesel,7 cv,82 000 DT
Skoda Kushaq Style,10 618 km,2024,Automatique,Essence,7 cv,87 000 DT
Land Rover Range Rover V8 4.2 SUPERCHARGED,60 000 km,2010,Automatique,Essence,32 cv,189 000 DT
Toyota Hilux Simple Cabine HILUX TOYOTA,127 187 km,2020,Manuelle,Diesel,8 cv,145 000 DT
Isuzu D-Max Double Cabine,61 000 km,2021,Automatique,Diesel,8 cv,175 000 DT
Ford F 350 Lariat,61 000 km,2005,Automatique,Diesel,30 cv,170 000 DT
Fiat Panda City Cross,71 000 km,2021,Manuelle,Essence,4 cv,40 000 DT
Peugeot 208,160 000 km,2015,Manuelle,Essence,4 cv,28 000 DT
Peugeot 308,64 000 km,2020,Manuelle,Essence,6 cv,49 000 DT
Isuzu D-Max Double Cabine,194 000 km,2017,Manuelle,Diesel,8 cv,150 000 DT
Mazda CX-9,201 000 km,2013,Automatique,Essence,20 cv,45 000 DT
Volkswagen T-roc VW T-ROC,103 272 km,2020,Manuelle,Essence,6 cv,85 000 DT
Toyota Hilux Simple Cabine TAYOTA HILLIX 2.4L,5 200 km,2024,Manuelle,Diesel,8 cv,145 000 DT
Audi Q3 Ambition Luxe,94 295 km,2021,Automatique,Essence,8 cv,120 000 DT
Mercedes-Benz GLC Coupé AMG,24 804 km,2020,Automatique,Essence,11 cv,250 000 DT
Audi Q3 S-line,81 602 km,2020,Automatique,Hybride,8 cv,165 000 DT
Peugeot Partner,87 261 km,2020,Manuelle,Diesel,5 cv,59 000 DT
Citroën Berlingo,73 262 km,2020,Manuelle,Diesel,7 cv,89 000 DT
Mercedes-Benz Classe C AMG,32 178 km,2022,Automatique,Essence,11 cv,225 000 DT
Audi A5 Sportback S-Line,34 502 km,2021,Automatique,Essence,8 cv,210 000 DT
Chevrolet Sonic 4p,84 318 km,2019,Manuelle,Essence,5 cv,45 000 DT
Mercedes-Benz Classe A MERCEDES A45,72 290 km,2016,Automatique,Essence,26 cv,175 000 DT
Audi Q3 S-line,77 986 km,2021,Automatique,Hybride,8 cv,175 000 DT
Volkswagen Golf 8 R-Line,2 395 km,2023,Automatique,Essence,7 cv,155 000 DT
Volkswagen Golf 8 GTE,5 496 km,2024,Automatique,Hybride,8 cv,170 000 DT
Hyundai Tucson HYNDAI TUCSON,82 648 km,2020,Automatique,Hybride,7 cv,120 000 DT
Peugeot Partner K9,144 790 km,2019,Manuelle,Diesel,5 cv,55 000 DT
Land Rover Range Rover Evoque DYNAMIC,82 809 km,2016,Automatique,Diesel,10 cv,152 000 DT
Nissan Townstar,14 924 km,2023,Manuelle,Essence,6 cv,63 000 DT
Mercedes-Benz GLC Coupé AMG,26 997 km,2023,Automatique,Hybride,12 cv,365 000 DT
Nissan Qashqai Tekna,23 961 km,2022,Manuelle,Essence,8 cv,130 000 DT
Land Rover Discovery Sport,165 000 km,2017,Automatique,Diesel,8 cv,119 000 DT
MG ZS Luxury,73 500 km,2020,Automatique,Essence,7 cv,63 000 DT
Honda Civic RS,61 900 km,2018,Automatique,Essence,10 cv,75 000 DT
Mazda 3 High Grade,47 000 km,2020,Automatique,Essence,6 cv,85 000 DT
Volkswagen Golf 7,221 000 km,2013,Manuelle,Essence,5 cv,44 000 DT
Ford Focus Titanium,101 000 km,2018,Manuelle,Essence,6 cv,50 100 DT
Mercedes-Benz Classe E,230 000 km,2016,Automatique,Diesel,8 cv,145 000 DT
DS 5,170 000 km,2016,Automatique,Essence,9 cv,41 000 DT
Mercedes-Benz GLE,64 000 km,2020,Automatique,Diesel,15 cv,Non dédouané                    363 000 DT
Fiat Scudo,500 000 km,2008,Manuelle,Diesel,7 cv,25 000 DT
Mercedes-Benz Classe C,183 500 km,2009,Automatique,Essence,9 cv,55 000 DT
Volkswagen Amarok DARK LABEL double cabine,45 000 km,2014,Automatique,Diesel,7 cv,125 000 DT
Mercedes-Benz GLC Coupé,54 000 km,2020,Automatique,Hybride,10 cv,250 000 DT
Toyota C-HR,173 000 km,2018,Automatique,Essence,6 cv,69 500 DT
Skoda Scala Ambition,70 000 km,2021,Manuelle,Essence,6 cv,75 000 DT
Citroën C5 Exclusive,176 000 km,2011,Manuelle,Diesel,6 cv,39 500 DT
Mercedes-Benz Classe E AMG,197 000 km,2013,Automatique,Diesel,9 cv,95 000 DT
Mercedes-Benz CLA AMG,76 000 km,2020,Automatique,Diesel,7 cv,139 000 DT
BMW Série 5 Luxury Line,100 000 km,2019,Automatique,Essence,10 cv,135 000 DT
KIA Carens,240 000 km,2014,Automatique,Diesel,8 cv,47 000 DT
Ford Ecosport Titanium,44 000 km,2022,Manuelle,Essence,7 cv,67 000 DT
Citroën C5 Exclusive,199 000 km,2010,Automatique,Essence,9 cv,30 000 DT
Mahindra KUV 100 K8,10 500 km,2022,Manuelle,Essence,5 cv,38 000 DT
Citroën Berlingo Live,190 000 km,2015,Manuelle,Diesel,5 cv,30 000 DT
Land Rover Range Rover Evoque,205 000 km,2014,Automatique,Diesel,11 cv,110 000 DT
Volkswagen Golf 6,190 000 km,2009,Manuelle,Essence,9 cv,38 500 DT
Volkswagen Golf 7,270 000 km,2014,Manuelle,Essence,6 cv,47 500 DT
Citroën Berlingo Utilitaire,268 000 km,2013,Manuelle,Diesel,6 cv,28 000 DT
Seat Leon SC,120 000 km,2017,Manuelle,Essence,6 cv,49 500 DT
Hyundai Grand i10,79 700 km,2021,Manuelle,Essence,4 cv,38 500 DT
Volkswagen Golf 7 R-Line,133 041 km,2019,Manuelle,Essence,6 cv,80 500 DT
Chery Tiggo 7 Pro,65 000 km,2022,Automatique,Essence,9 cv,82 000 DT
Toyota C-HR,158 000 km,2018,Manuelle,Essence,6 cv,66 000 DT
Mercedes-Benz Classe C,67 000 km,2019,Automatique,Diesel,6 cv,135 000 DT
Mercedes-Benz Classe E AMG,3 000 km,2024,Automatique,Hybride,11 cv,418 000 DT
Mercedes-Benz Classe E Avantgarde,232 000 km,2015,Automatique,Diesel,11 cv,86 000 DT
Mercedes-Benz Classe C Classic,102 000 km,2020,Automatique,Essence,9 cv,120 000 DT
KIA Sportage GT-Line,177 000 km,2018,Automatique,Diesel,7 cv,85 000 DT
Suzuki Celerio Populaire,26 000 km,2023,Manuelle,Essence,4 cv,40 000 DT
Ssangyong Tivoli Classic,139 000 km,2019,Manuelle,Essence,7 cv,56 000 DT
KIA Cerato,290 000 km,2013,Manuelle,Essence,7 cv,38 000 DT
Audi A3 Berline Advanced,60 000 km,2022,Automatique,Essence,8 cv,117 000 DT
Audi A5 Coupé,109 000 km,2014,Automatique,Essence,9 cv,75 000 DT
KIA Rio Berline,170 000 km,2010,Manuelle,Essence,6 cv,29 000 DT
BMW Série 4 Coupé M,85 000 km,2019,Automatique,Essence,11 cv,150 000 DT
Mazda 3,105 000 km,2018,Manuelle,Essence,6 cv,58 500 DT
Fiat 500 Dolcevita,41 000 km,2022,Manuelle,Hybride,4 cv,55 000 DT
Land Rover Freelander 2,190 000 km,2009,Automatique,Diesel,11 cv,67 000 DT
Audi A4,277 000 km,2009,Manuelle,Essence,7 cv,34 900 DT
Peugeot 2008,110 000 km,2020,Manuelle,Essence,6 cv,70 000 DT
Chery Tiggo 8 Pro,50 000 km,2023,Automatique,Essence,11 cv,115 000 DT
BMW X2 Pack M,70 000 km,2019,Automatique,Essence,8 cv,118 000 DT
Peugeot 206,183 000 km,2005,Manuelle,Essence,4 cv,17 000 DT
Toyota C-HR,165 000 km,2020,Automatique,Essence,6 cv,75 000 DT
Renault Clio Campus,199 164 km,2007,Manuelle,Essence,5 cv,27 500 DT
Dacia Sandero Stepway,22 800 km,2023,Automatique,Essence,6 cv,68 500 DT
BMW Série 4 Gran Coupé,70 000 km,2019,Automatique,Essence,7 cv,115 000 DT
Citroën Berlingo,147 000 km,2020,Manuelle,Diesel,5 cv,44 000 DT
Audi A4 S-line,254 000 km,2013,Automatique,Diesel,8 cv,45 000 DT
BMW X2,67 000 km,2019,Automatique,Essence,8 cv,145 000 DT
MG GT Confort Plus,197 000 km,2017,Manuelle,Essence,6 cv,36 000 DT
MG 5 Confort,10 000 km,2022,Manuelle,Essence,6 cv,50 000 DT
Volkswagen Golf 7,216 000 km,2015,Manuelle,Essence,5 cv,45 000 DT
KIA Quoris,134 000 km,2014,Automatique,Essence,20 cv,95 000 DT
Seat Leon,165 000 km,2014,Manuelle,Essence,6 cv,36 000 DT
Peugeot Partner,62 000 km,2023,Manuelle,Diesel,5 cv,57 000 DT
Wallyscar Iris,137 000 km,2020,Manuelle,Essence,4 cv,29 900 DT
Jaguar F-Pace Portfolio,77 216 km,2017,Automatique,Diesel,24 cv,285 000 DT
Volkswagen Passat,193 500 km,2016,Manuelle,Essence,7 cv,55 000 DT
DS 5,115 000 km,2017,Automatique,Essence,9 cv,45 000 DT
Volkswagen Golf 8,41 000 km,2020,Manuelle,Essence,8 cv,114 000 DT
Mercedes-Benz ML,160 000 km,2010,Automatique,Diesel,15 cv,80 000 DT
Nissan Qashqai,190 000 km,2013,Manuelle,Diesel,7 cv,44 000 DT
Porsche Cayenne A vendre ou échange,175 000 km,2013,Automatique,Diesel,16 cv,185 000 DT
Citroën C4,111 649 km,2012,Manuelle,Essence,5 cv,31 000 DT
Mini Cooper S,84 000 km,2003,Manuelle,Essence,7 cv,40 000 DT
Volkswagen Polo Sedan Basique,243 000 km,2018,Manuelle,Essence,5 cv,42 000 DT
Citroën C5,190 000 km,2013,Automatique,Essence,9 cv,43 000 DT
Seat Leon Xcellence,37 000 km,2023,Automatique,Essence,7 cv,108 000 DT
Hyundai Tucson N Line,115 000 km,2021,Automatique,Hybride,7 cv,117 000 DT
BMW X4 Pack M,119 000 km,2019,Automatique,Essence,16 cv,234 000 DT
Citroën Berlingo,50 629 km,2021,Manuelle,Diesel,5 cv,55 000 DT
Chery Arrizo 5,78 000 km,2018,Manuelle,Essence,7 cv,36 000 DT
KIA Sportage,220 000 km,2010,Automatique,Essence,11 cv,49 000 DT
BMW Série 5,200 000 km,2011,Automatique,Diesel,10 cv,81 000 DT
Skoda Octavia Ambition,200 000 km,2017,Automatique,Essence,8 cv,43 000 DT
Dacia Duster,102 658 km,2021,Manuelle,Diesel,5 cv,55 000 DT
Volkswagen Transporter Fourgon 6.1,287 000 km,2020,Manuelle,Diesel,6 cv,67 000 DT
Mercedes-Benz Classe E 220 cdi,280 000 km,2009,Automatique,Diesel,10 cv,57 000 DT
Nissan Micra Acenta,177 000 km,2016,Manuelle,Essence,5 cv,28 000 DT
Mazda 3 sedan,64 000 km,2018,Manuelle,Essence,6 cv,60 000 DT
Peugeot 3008 Allure,117 000 km,2021,Automatique,Essence,7 cv,88 000 DT
Skoda Octavia Style,360 000 km,2016,Automatique,Essence,8 cv,36 000 DT
Haval H6 Luxury,48 000 km,2020,Automatique,Essence,9 cv,89 000 DT
Peugeot 3008 Allure,55 000 km,2020,Automatique,Essence,7 cv,92 000 DT
Renault Clio,110 000 km,2021,Manuelle,Essence,5 cv,40 500 DT
MG ZS Luxury,102 000 km,2020,Automatique,Essence,7 cv,67 000 DT
Volkswagen Golf 7 R-Line,40 000 km,2019,Manuelle,Essence,6 cv,86 000 DT
Citroën C5 Aircross,127 000 km,2019,Manuelle,Essence,7 cv,80 000 DT
KIA Cerato,250 000 km,2014,Automatique,Essence,8 cv,38 500 DT
Volkswagen Golf 8 Drive,65 000 km,2020,Manuelle,Essence,6 cv,85 000 DT
Mercedes-Benz Classe A Berline AMG,80 000 km,2021,Automatique,Hybride,8 cv,127 000 DT
Mercedes-Benz Classe E Business,300 000 km,2010,Manuelle,Diesel,7 cv,72 000 DT
BMW Série 3,150 000 km,2013,Automatique,Essence,7 cv,52 000 DT
Great Wall M4,107 000 km,2018,Manuelle,Essence,5 cv,40 000 DT
Mercedes-Benz Classe C,287 000 km,2009,Automatique,Essence,9 cv,46 500 DT
Haval H6,100 000 km,2019,Automatique,Essence,9 cv,74 000 DT
Volkswagen Golf 7 R-Line,109 000 km,2021,Automatique,Essence,6 cv,87 000 DT
Mercedes-Benz Classe A,123 000 km,2015,Automatique,Essence,6 cv,69 000 DT
Peugeot 308,99 500 km,2014,Manuelle,Essence,5 cv,34 000 DT
Volkswagen Tiguan,85 000 km,2018,Automatique,Essence,8 cv,85 000 DT
Hyundai Grand i10 High Grade,69 000 km,2021,Automatique,Essence,5 cv,51 000 DT
Volkswagen Golf 7,250 000 km,2013,Automatique,Diesel,5 cv,53 000 DT
BMW Série 1 Pack M,60 000 km,2022,Automatique,Diesel,8 cv,160 000 DT
Volkswagen Golf 7,156 000 km,2019,Automatique,Essence,6 cv,65 000 DT
Seat Leon SC,129 000 km,2018,Manuelle,Essence,6 cv,49 500 DT
Renault Clio,71 500 km,2020,Manuelle,Essence,4 cv,44 000 DT
Audi RS Q3 RS3 BERLINE 400 cv,20 000 km,2022,Automatique,Essence,28 cv,335 000 DT
BMW Série 3 Pack M,39 000 km,2019,Automatique,Essence,15 cv,166 500 DT
Audi A3 S-Line,105 000 km,2015,Manuelle,Essence,5 cv,62 000 DT
Peugeot 3008 Active,149 000 km,2020,Automatique,Essence,7 cv,68 000 DT
Ford Transit,95 000 km,2020,Manuelle,Diesel,6 cv,85 000 DT
Hyundai i20 High Grade,55 500 km,2022,Manuelle,Essence,5 cv,64 000 DT
Peugeot 508 Blanc Nacré,240 000 km,2012,Manuelle,Diesel,6 cv,41 500 DT
Hyundai Kona,22 000 km,2020,Automatique,Hybride,5 cv,89 000 DT
DS 3 Cabrio 2 portes,44 000 km,2018,Manuelle,Essence,5 cv,45 000 DT
BMW Série 1 Pack Sport M,79 000 km,2021,Automatique,Essence,6 cv,127 000 DT
Haval Jolion,4 000 km,2023,Automatique,Essence,9 cv,Sous leasing                    107 700 DT
Opel Crossland,40 000 km,2021,Manuelle,Essence,5 cv,62 000 DT
Hyundai Kona,20 000 km,2023,Automatique,Essence,11 cv,100 000 DT
BMW Série 1,170 500 km,2013,Automatique,Essence,7 cv,50 000 DT
Mercedes-Benz GLC Coupé,52 000 km,2020,Automatique,Diesel,11 cv,240 000 DT
Suzuki Swift,69 000 km,2020,Automatique,Essence,5 cv,42 000 DT
Peugeot 208,28 500 km,2021,Manuelle,Essence,5 cv,49 500 DT
Geely GX3,56 000 km,2021,Manuelle,Essence,6 cv,43 000 DT
Mercedes-Benz Classe C coupé AMG,168 000 km,2012,Automatique,Essence,9 cv,77 000 DT
Mercedes-Benz Classe E coupé AMG,134 000 km,2012,Automatique,Essence,10 cv,77 000 DT
Suzuki Dzire GLX Pack,3 500 km,2023,Manuelle,Essence,5 cv,50 000 DT
Mahindra KUV 100 K8,46 000 km,2020,Manuelle,Essence,5 cv,34 000 DT
Peugeot 5008,145 000 km,2020,Manuelle,Essence,7 cv,95 000 DT
KIA Picanto GT-Line,167 000 km,2018,Automatique,Essence,4 cv,41 000 DT
Chery Tiggo 2 Confort,110 000 km,2019,Manuelle,Essence,6 cv,42 000 DT
Volkswagen Passat,23 500 km,2022,Automatique,Essence,8 cv,87 000 DT
Nissan Qashqai,97 000 km,2018,Automatique,Essence,6 cv,69 000 DT
Peugeot Landtrek Double Cabine,30 000 km,2023,Manuelle,Diesel,7 cv,97 000 DT
Suzuki Swift GL,23 300 km,2013,Manuelle,Essence,5 cv,36 000 DT
Fiat Doblo,41 000 km,2021,Manuelle,Essence,6 cv,51 000 DT
Audi A3 Berline,17 929 km,2020,Manuelle,Essence,6 cv,89 000 DT
Suzuki Swift,100 000 km,2022,Manuelle,Essence,5 cv,Sous leasing                    48 000 DT
Volkswagen Golf 6,164 000 km,2010,Manuelle,Essence,5 cv,39 500 DT
Mercedes-Benz Classe B,217 000 km,2012,Automatique,Essence,9 cv,62 000 DT
Land Rover Range Rover Sport,95 000 km,2011,Automatique,Diesel,16 cv,140 000 DT
Seat Arona FR,85 000 km,2018,Manuelle,Essence,6 cv,59 500 DT
Haval H6 Luxury,65 000 km,2021,Automatique,Essence,9 cv,88 000 DT
Toyota RAV 4 Hybride,200 000 km,2020,Automatique,Hybride,9 cv,107 000 DT
Audi A4,198 000 km,2012,Manuelle,Essence,7 cv,43 000 DT
Peugeot 407,376 000 km,2005,Manuelle,Diesel,6 cv,23 000 DT
Fiat Fiorino MULTIJET,145 618 km,2021,Manuelle,Diesel,5 cv,27 000 DT
Fiat Fiorino MULTIJET,56 190 km,2021,Manuelle,Diesel,5 cv,31 500 DT
Fiat Fiorino MULTIJET,89 900 km,2021,Manuelle,Diesel,5 cv,28 500 DT
Renault Kadjar Intens,95 000 km,2018,Automatique,Essence,7 cv,65 000 DT
